Genes	Protein.Group	Protein.Names	DOUBLEdep_1	DOUBLEdep_2	DOUBLEdep_3	SONdep_1	SONdep_2	SONdep_3	SRRM2-dep_1	SRRM2dep_2	SRRM2dep_3	control_1	control_2	control_3	Top3_DOUBLEdep_1	Top3_DOUBLEdep_2	Top3_DOUBLEdep_3	Top3_SONdep_1	Top3_SONdep_2	Top3_SONdep_3	Top3_SRRM2-dep_1	Top3_SRRM2dep_2	Top3_SRRM2dep_3	Top3_control_1	Top3_control_2	Top3_control_3	peptides_counts_all
SNTB2	Q13425;Q13425-2	SNTB2_HUMAN	6852.6	9453.16	7834	4510.38	7398.81	5451.32	6879.11	9169.17	8158.67	7171.98	6379.57	3813.63	5052.47609774151	5626.56074016832	NA	3669.04852617948	5485.63908886451	4466.63218845079	3917.54342943012	6561.20244140038	5760.07109646222	4213.93988579948	3703.68399470768	NA	3
SNU13	P55769	NH2L1_HUMAN	270019	313098	278654	286756	243032	326620	229386	316116	305645	296266	178033	184614	211311.099284311	266126.407630158	218667.347419699	229274.198812042	170046.166973212	255092.854739435	107815.710661332	331870.294956322	262637.076611643	157280.494000747	100811.502325174	133722.307028923	10
SNUPN	O95149	SPN1_HUMAN	10791.1	10965.5	8136.07	9520.52	7940.13	11616.6	6195.87	8915.7	10144.2	6727.09	7808.11	5780.32	6184.92876990926	4828.77718425648	6608.52399989982	6734.1365131975	5949.84821192205	8509.45783703731	4574.4811483033	6218.81944616464	7732.21565963073	NA	NA	4519.03194200332	3
SNW1	Q13573	SNW1_HUMAN	87120.7	92184.3	94328.5	87630.8	90832.4	85516.7	80311.6	87156	86663.2	91502.6	84812.6	82541.1	54556.05671676	68697.3499655008	89690.9071071561	62745.7900696427	63923.3689836907	81318.6216725319	66749.8035569373	81627.0868179325	68254.6168997045	73726.4398521368	65233.0928043062	55798.4775050553	21
SNX1	Q13596	SNX1_HUMAN	39944.7	45796.1	41457.9	52626	45948.7	50748.7	36241.1	49709.8	51737.7	47299.7	46563.5	42440.6	32587.2687198936	38805.3761657171	35740.9931748613	39451.1030890347	42625.3420545259	46257.999090105	36400.3088277209	42543.2643898145	36738.9904067064	48854.0976867701	48657.8694577427	41494.0147955023	13
SNX11	Q9Y5W9;Q9Y5W9-2	SNX11_HUMAN	NA	NA	NA	NA	NA	4194.4	NA	NA	3992.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNX12	Q9UMY4;Q9UMY4-1;Q9UMY4-3	SNX12_HUMAN	26456.5	24918.6	26190.9	28293.4	24111.1	26208.2	24429.3	26066.8	26257.6	26133	25363	25252	20811.0915414078	23374.1923698374	22342.9494306859	24956.6193702685	22354.2804748819	27866.3065216813	17878.0768567398	24420.0114761962	23785.2451608087	22961.9585409166	22511.9602402406	22061.1449855275	3
SNX14	Q9Y5W7;Q9Y5W7-2;Q9Y5W7-3;Q9Y5W7-4	SNX14_HUMAN	NA	2081.11	NA	2764.84	1670.83	NA	3079.22	NA	2044.6	2406.97	2507.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SNX16	P57768;P57768-2	SNX16_HUMAN	2505.98	3672.92	NA	6204.06	4676.92	4463	NA	4952.76	5692.37	2505.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNX17	Q15036	SNX17_HUMAN	11328.7	10012.3	9472.49	13679.1	15175.9	16517.6	20750.5	24191.5	24701	27125	24378.3	24061.9	5750.45116033088	5672.13873320384	5763.20856944471	6233.04560563846	8041.1360044401	9178.5681560185	8762.2114858658	14657.5627193474	12543.9882266085	14392.1808557926	12518.2074323671	10929.7890751737	5
SNX18	Q96RF0-2	SNX18_HUMAN	13395.7	11489	12762.8	11822.7	11785.4	9593.97	13263.6	11054.1	12704.2	13674.1	11690.9	14060	10788.9837139883	6239.05525800421	10397.4482876789	6567.64663760253	6233.03106593554	6858.52022249843	7195.36613095525	6281.19625203535	5914.78138503022	9430.96508834412	9488.98235653808	6805.6484992229	4
SNX19	Q92543	SNX19_HUMAN	19476.3	18887	19930.9	14111.5	22105.5	19995.3	24984.1	25333.8	29669.6	23959.7	22231.7	18954.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SNX2	O60749;O60749-2	SNX2_HUMAN	67933.5	72072.8	61985.1	70180.6	60830.6	62703.4	51190	62324.3	63961.7	57247.4	49113.8	52977.3	69454.1879664103	59286.6606415753	60401.3264506439	64510.0412475767	59913.5933142299	59978.5269052428	44913.0866193879	64444.4317889041	58284.1536057451	57320.66067494	49891.3331277602	66502.2073371163	19
SNX24	Q9Y343;Q9Y343-2	SNX24_HUMAN	NA	NA	NA	2127.32	1461.24	1661.5	NA	1245.01	1052.49	1990.85	2478.89	2686.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SNX25	Q9H3E2	SNX25_HUMAN	7998.15	4676.98	7479.17	5159.5	5419.06	NA	7188.05	4801.33	3802.68	NA	5056.03	5486.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNX27	Q96L92;Q96L92-3	SNX27_HUMAN	30367.6	28179	30763.5	24498.9	30632.6	26055	32786.1	22707	22578.4	25329	24289.6	26320.4	17353.3253492762	20559.4858669499	23009.0453712025	17250.7362585835	19792.7496664607	14824.6873815051	15748.4740401232	18212.9245397851	14260.3203570626	15287.3275938543	14838.0241230874	15661.3070015621	8
SNX3	O60493	SNX3_HUMAN	71160	68403.6	72336.5	75372.6	65081.7	77377.7	72279.4	68845.9	76917.5	74849.7	62812.1	75535.6	26173.9233042187	28699.6721847746	28729.7405097079	32462.9723199978	25982.2513933146	30135.3182124852	15572.4232437056	31725.2998318218	31002.5367574555	25411.7258028048	18706.8620106225	21097.0072073887	5
SNX33	Q8WV41	SNX33_HUMAN	NA	NA	NA	NA	NA	NA	NA	2579.43	NA	NA	NA	1541.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNX4	O95219	SNX4_HUMAN	27636.3	20771.5	21762.2	21514.2	26549.4	19752.5	34664.7	16358.3	21194.4	22795.9	28031.8	25922.9	19203.0686128129	16713.9993473583	15305.3604481764	15449.8744846006	16834.8716987301	15685.1718275484	17915.8697152946	16065.1788365543	17663.4652245651	15309.2149442283	16882.4942916624	13439.1376695807	8
SNX5	Q9Y5X3	SNX5_HUMAN	41272.7	39882.2	41225.8	44107	46411.1	40145.1	61629.4	51658.1	48127.4	59310.9	58082.9	60794.5	45091.3034273745	32616.7819971953	41734.9077643722	31133.176703711	41453.2342561994	43152.3916382876	51654.0295167179	43232.2654081205	39510.7297884431	53955.7479428475	57897.9481911574	62948.97861537	20
SNX6	Q9UNH7;Q9UNH7-2	SNX6_HUMAN	73574.8	80093.2	72194.7	84968.2	71251.5	80507.9	71785	66336.2	69265.8	75781.9	74933.7	81447.1	38921.8118135115	44569.8959860481	37191.933353537	45554.4785582535	34860.1569029044	49258.0641916239	30012.8411580478	44142.1835204088	41477.3519086625	38625.8323700185	32334.5155154717	33770.3046558104	10
SNX7	Q9UNH6;Q9UNH6-2;Q9UNH6-3	SNX7_HUMAN	6733.45	6890.04	5752.95	7152.6	6473.12	5762.01	7502.11	NA	7993.8	8415.27	6947.37	7911.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SNX8	Q9Y5X2	SNX8_HUMAN	27902.3	33883.8	29074.4	30063.3	24575.9	33704.2	27632.7	28373.9	31028.1	25733.3	20577.6	23327.1	18116.8888468597	19929.1783816059	19351.9446505806	16045.282020273	16413.1289022709	17983.3455031415	21730.0635692382	21190.5844840647	19707.8878257762	19820.082871788	13998.404012444	17038.6676707696	11
SNX9	Q9Y5X1	SNX9_HUMAN	186267	187950	201331	188955	167048	177072	129463	147331	162343	171502	144705	149515	68334.5118548146	79395.184078122	85415.0035215287	86621.8431915455	71165.9516666	75484.8780486009	58668.5709872865	67107.5259947904	72676.2944325209	60955.4214337124	59334.2933172636	72720.4699806527	18
SOAT1	P35610	SOAT1_HUMAN	54139.5	61145.3	60672.9	58141.8	48070.2	49599.3	53469.5	53460.7	40964.6	46924.4	50640.2	51850.7	51485.1208728703	55574.153339561	50863.040477452	50608.7921974147	46186.2947354228	34488.6842759827	46558.9088641419	47372.3290911333	39028.9331900362	43633.6401858703	42600.0303776772	50501.2332533675	6
SOCS6	O14544	SOCS6_HUMAN	8252.29	6888.24	6176.44	9549.29	9407.32	8374.95	NA	NA	6109.62	9778.44	11149	11476.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SOD1	P00441	SODC_HUMAN	948282	906504	891325	929437	943696	922871	852918	918609	845756	961343	877083	828097	883995.471933254	855346.736948937	992821.356801849	934822.406087106	956231.301491046	1001990.93838451	812369.720764383	868946.306932609	872126.529412633	912795.056092513	971390.630854524	894713.909021731	6
SOD2	P04179	SODM_HUMAN	64845.3	73261.6	67481	75361.9	60032.8	72923.4	52539.5	77544.9	63473.3	53589.6	58594.7	62962.8	40642.1944755044	49904.950448141	49143.11432951	47192.8620015013	31569.965379306	56254.2414207662	28806.5690601754	59587.0413156142	52780.390382391	36094.3273224826	32108.6280486351	36244.8516473766	8
SOGA1	O94964;O94964-2	SOGA1_HUMAN	9232.96	9454.18	9385.86	9477.02	10654.1	9030.42	12023.6	8509.11	8603.59	10549.5	11171.6	12306.1	9626.59513574674	9906.00093862957	9842.9615119532	8872.38271788028	10833.6941764423	7370.0760557608	12579.8944734075	8196.26140902637	8863.37104291587	10426.9677909639	12056.6887458037	13100.0593128116	5
SON	P18583-2;P18583-5	SON_HUMAN	6065.25	6195.22	5653.22	8390.77	7127.2	8789.39	29758.8	41596.8	42364.4	39875.1	39000.4	37008.1	4759.55042492879	4991.33027783397	5529.13204687274	7459.52403910842	5510.83295992644	9371.54135777236	21055.6866950581	44111.6707735267	43224.003978025	40623.7661396682	40662.1923681963	33407.8641263696	26
SORBS1	Q9BX66-12	SRBS1_HUMAN	57752	52982	49680.5	43491.9	45365.8	47427.9	43853.8	37925.4	49197.2	52356.5	58426.9	58396.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SORBS3	O60504;O60504-2	VINEX_HUMAN	9499.47	12582.2	9450.46	6979.56	6048.25	9686.12	9267.06	19533.7	13739.6	10179	10802.9	17797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SORCS1	Q8WY21;Q8WY21-2;Q8WY21-3;Q8WY21-4	SORC1_HUMAN	NA	NA	NA	NA	NA	NA	NA	7477.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SORD	Q00796	DHSO_HUMAN	216693	204660	217825	220371	211266	209900	184627	207420	199716	212871	194665	196313	115090.473337724	134848.573406157	137133.644547028	130972.303031842	127382.982794347	128276.449164484	101146.359446675	154989.2893306	115866.448402945	115723.766773252	100665.646059107	105519.559063421	22
SORL1	Q92673	SORL_HUMAN	3689.14	4970.12	4189.25	6103.44	4152.89	6265.41	2853.54	5526.6	5982.53	6560.7	4623.95	4436.8	NA	3101.56380722531	3543.34533594784	5806.78012876762	NA	5634.3446445444	2688.21494420065	NA	NA	6110.29891842006	NA	3287.06390250358	3
SOS1	Q07889	SOS1_HUMAN	3066.3	2077.87	2109.11	2346.66	2739.94	2543.12	1883.05	1879.29	1223.68	1748.06	2680	2673.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SOWAHC	Q53LP3	SWAHC_HUMAN	10592.9	7878.18	10227.1	10292.6	10310.4	4589.73	11808.1	5577.48	8805.51	9876.19	11836.8	10608.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SOX9	P48436	SOX9_HUMAN	16433.7	12781.4	14349.1	11024.2	15397.9	8718.85	19107.8	10948.2	11157.3	13436.6	17133	17928.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SP1	P08047;P08047-2;P08047-3	SP1_HUMAN	35599	37761.1	34726.7	36286.7	32719	36341	25370.2	40663.5	34443.3	32303.5	26644.6	30239.2	22053.6577714319	25242.3371011292	25244.6260376855	28059.3848992854	26086.4408489693	28929.0981606635	20002.0770251442	26353.6108545941	23530.4278425473	NA	17920.953596005	20587.050981083	3
SP100	P23497-4	SP100_HUMAN	8976.06	7338.54	8855.18	9393.63	10405.5	8027.58	10230.6	6313.73	9389.04	8948.26	10668.2	7682.84	6871.06895786299	6063.1159324588	6663.44013107546	7150.63786897361	NA	6372.66390689606	NA	5605.36465153103	6344.12894088069	4796.66697042693	NA	NA	4
SP110	Q9HB58;Q9HB58-2;Q9HB58-3;Q9HB58-4;Q9HB58-5;Q9HB58-6;Q9HB58-7	SP110_HUMAN	6245.15	7425.69	7068.28	6267.84	6985.81	6280.08	7672.69	5609.88	8385.09	7555.6	8951.51	8484.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SP2	Q02086;Q02086-2	SP2_HUMAN	8128.72	8652.03	9580.54	10366.7	6740.52	11409.4	6655.11	10982.5	11207.2	7814.44	8182.51	6570.33	5698.29295676069	5834.90581983492	6811.06029737299	7065.67953291594	4772.78918910286	7217.54628453638	3989.42652602267	8192.75558598304	7785.02608274808	5335.81818039492	4682.64185669912	5025.61811153198	3
SP3	Q02447;Q02447-2;Q02447-3;Q02447-4;Q02447-5;Q02447-6	SP3_HUMAN	21463.6	18541.2	24470.4	23887.3	23115.3	21365.2	22620.6	22615.9	21200.6	20151.6	20284.3	19014.3	16524.8220941118	13179.2428998539	17974.3765806976	11889.6995324816	17115.2061075001	16522.6000969462	13419.0509555219	14206.3248260878	14623.3834683423	15011.8005011158	17422.2511088992	15105.1461526498	4
SP6	Q3SY56	SP6_HUMAN	NA	3125.77	4762.41	3456.99	3757.43	3073.8	NA	4289.09	3906.86	2313.11	NA	3136.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPA17	Q15506	SP17_HUMAN	1868.16	NA	NA	NA	NA	1214.72	NA	NA	2037.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPAG1	Q07617	SPAG1_HUMAN	17106.8	17306.9	17831	15774.3	18278.1	16305.2	18376.6	14570.1	16675.3	19004.4	17736.3	14884.9	16600.0922886951	14297.377468517	15869.6402105387	14699.3679673763	20049.7141373545	12297.5964141646	20586.879708743	12658.6406651874	14471.3815454806	16746.3944723225	18784.4110206683	14979.4081451997	11
SPAG5	Q96R06	SPAG5_HUMAN	16355.2	17415.7	16562.5	17166.6	18160.9	15037	46313.7	34539.7	36701.5	45197.5	45532.8	47553.9	7906.04538307846	21947.8514274225	12058.5707833535	10383.4813235201	12658.1206374484	10845.7531622269	26469.1101622885	30150.9434633007	26063.9211460361	31314.3740387866	36696.7189492347	29084.6096831435	24
SPAG7	O75391	SPAG7_HUMAN	9573.07	7265.93	9367.76	10321.2	8734.85	11003.9	15125.6	16535.5	15999.9	24942	22155.8	20854.6	7495.44221468102	7156.79218508322	8508.44557167501	8387.20570674919	7486.58152383698	9395.12755532585	11191.8058682074	15012.8609036857	13766.6984506426	17426.9811081471	16967.5297690913	15670.8459706007	3
SPAG9	O60271	JIP4_HUMAN	69122.2	64864.7	64369.7	64802.6	67560.3	60710.9	56430.1	67050.1	64260.7	58636.7	53238.6	59603.1	66321.9484393689	54247.2875844917	61294.832962778	57089.02532867	67134.918855854	56916.6345495615	45555.5994481152	60949.8489638952	66681.5383618911	56929.7176717025	47410.5725448987	47895.0595198866	25
SPAST	Q9UBP0;Q9UBP0-3	SPAST_HUMAN	11322.7	14062.6	12713	12273.4	9259.06	15481.6	10347.2	15338.3	12529.2	14364.7	12113.4	10616.6	8498.92240380049	11040.6932401996	9975.5546956049	9765.23648226616	7743.34818353912	12549.1302569684	7178.76549234951	13611.5347695461	10423.1261818761	9720.20041490707	8861.2799737992	8376.00163857898	3
SPATA13	Q96N96-4	SPT13_HUMAN	14735.1	12166.8	10251.8	11000.1	NA	10528.5	14522.6	10508.2	11899.1	12221.1	NA	10402.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPATA33	Q96N06;Q96N06-2	SPT33_HUMAN	NA	NA	NA	NA	NA	NA	NA	2241.49	NA	NA	NA	1133.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPATA5	Q8NB90	AFG2H_HUMAN	121885	110489	115985	124891	121229	119743	113399	113653	112203	123040	113090	114594	67025.2404827073	72937.4342739421	75804.1708920036	82130.7552054405	75644.9162756079	70515.3075138671	54536.5530713478	78218.3895206159	69502.4411578545	76688.863988089	64394.0810027274	62852.1831000983	25
SPATA5L1	Q9BVQ7	SPA5L_HUMAN	10648.3	10355	11563.1	10027	11408.5	10930.7	7072.35	11183.5	11839.8	7395.91	9709.65	9925.21	6670.5424482916	9165.56608033905	9288.17721970317	8498.07979285354	10014.4204695162	8127.52131852442	5394.91357807418	11882.613601509	9985.24049338573	5554.515636959	5691.06824807271	8192.24883724084	7
SPATS2	Q86XZ4	SPAS2_HUMAN	67987.5	65846.6	75795.7	84704.2	78393.7	74382.6	72412	74750.7	80832.8	86856.2	75495.1	81896.8	46308.0090234	43484.9304849012	56282.8385251221	62397.7284715302	57188.1402962863	58060.27923557	49553.6992105121	60450.5796304063	62954.9327935459	63116.6110342303	55495.459079611	57145.0912567495	16
SPATS2L	Q9NUQ6-3	SPS2L_HUMAN	52256.7	54706	55259	48279.6	52245	51020.2	49747.4	49436.9	49454.9	47887.2	46077.7	51601.9	47891.4444443323	53396.0961883167	51883.6912075151	42238.0262690468	45237.2863180029	48929.7634927745	39788.4728862303	43769.5962634724	44692.984038194	42454.3802810109	41835.181288969	49958.5160431575	22
SPC24	Q8NBT2	SPC24_HUMAN	38077.1	33795.7	35239.9	32643.7	37511	30784.9	45036.4	31025.5	37256.8	45290.4	48735.3	47944	23982.836931024	19513.0223739858	22180.813867403	22282.1343292148	23469.4999348786	13925.5918813581	22365.5230496612	22230.5885139854	24771.4313000026	27729.3981730544	28972.4072685049	28440.7616836424	5
SPC25	Q9HBM1	SPC25_HUMAN	26091.9	23018.7	23017.5	28681.7	22621.3	20993.8	26790.9	26377.2	29542.3	34376.1	30033.3	31852.6	19165.6463895057	18986.8498011413	20037.8513034935	22089.4321001478	14901.2419915028	22976.7923599664	19021.9204854503	21268.3824393466	24821.0818931132	23584.6323865972	22826.1036502635	20876.9355927439	8
SPCS1	Q9Y6A9	SPCS1_HUMAN	29868	26864.1	27861.6	17762.5	21722.9	30454.9	28181.8	27905.1	24281	26159.8	25965.8	21521.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPCS2	Q15005	SPCS2_HUMAN	37571.1	38020.4	46514.6	32290.6	28408.2	33376.5	28790.1	37305	33181	32138.7	33087.9	28954.1	24008.4356792062	25386.2827400597	28333.9527497121	21642.4853801442	16148.0736113008	24570.4373834541	13721.6307376055	29000.2068499807	21140.429521167	17868.523674268	19381.9194670512	16608.1172931215	5
SPCS3	P61009	SPCS3_HUMAN	10052.5	9282.88	17659.9	13745.7	6886.34	24481.6	4721.06	26694.5	10781.1	9785.73	6569.63	11976.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPDL1	Q96EA4;Q96EA4-2;Q96EA4-3	SPDLY_HUMAN	NA	NA	NA	NA	56265.1	NA	17413.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPECC1	Q5M775;Q5M775-4	CYTSB_HUMAN	15074.6	17834.8	16380.2	14670.1	15948.9	14649.6	15097.6	16375.1	15915	14526.6	15026.4	15993.8	13932.0713381619	16914.6604197588	18685.3162222086	14674.2516456291	15171.2737383736	13416.5785644121	9933.4860617107	17507.9152140185	15350.6215723619	15139.5233054726	10567.8179796047	12095.3722619933	8
SPECC1L	Q69YQ0;Q69YQ0-2	CYTSA_HUMAN	26640.5	26447	30202.3	28046.4	35496.2	26632.5	32822.1	26934.1	25487.9	32529.2	30846.4	31168.4	19668.1894065308	19922.1730522333	26023.0851990356	23083.97472611	27350.5545114436	21948.0025998715	30279.4010791699	21822.7210689329	19826.2232839387	27881.5032691622	27757.3264562917	26282.011029585	17
SPEN	Q96T58	MINT_HUMAN	18972.5	18446.6	17824.5	17593.3	18951.9	15820.7	21121.6	18332.6	19539.5	21838.9	21928.4	21157.8	18567.7089088193	16074.7567615346	17057.1198186096	13404.8586728478	18543.3916743324	13652.0358867452	21533.1399839	16266.8606830778	16942.6243931018	19746.7641235894	23741.5150837551	21437.4907221429	18
SPG11	Q96JI7;Q96JI7-2;Q96JI7-3	SPTCS_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	2598.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPG21	Q9NZD8;Q9NZD8-2	SPG21_HUMAN	16128.4	10201.1	18619.8	23706	18178.4	23137.5	9278.99	18698.5	16461	21961.3	12445	11687.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPG7	Q9UQ90	SPG7_HUMAN	7233.11	4047.72	4491.55	5492.19	6414.28	3225.67	7131.56	7913.87	5489.23	4258.35	6146.06	5039.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPICE1	Q8N0Z3	SPICE_HUMAN	NA	9034.53	4703.06	4872.48	5507.32	6543.63	NA	NA	6684.92	7362.07	8189.12	8289.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPIN1	Q9Y657	SPIN1_HUMAN	14121.2	14479	13220.9	15381.6	12376.1	15875.8	7926.68	10571.1	13082	10684.3	12717.8	13976	10185.6016615943	10822.8125530966	12612.7369752877	11579.5087287048	9683.2463374842	12633.407629507	7550.52257165724	8659.67050335658	11327.3429926965	9540.87375548655	9438.16868448582	10426.7252735387	4
SPINDOC	Q9BUA3	SPNDC_HUMAN	7256.91	5996.21	8651.48	6435.48	6344.56	6577.99	7276.59	5372.63	6380.72	7171.7	7694.08	7702.19	6658.56686341211	5682.37970156089	7896.40432190918	6200.01506925082	5191.13054765929	5784.42793582941	5651.49309614975	6640.75631520321	6471.53491812153	6598.24334805207	6643.58143711668	7752.96269440719	5
SPINT1	O43278;O43278-2	SPIT1_HUMAN	3618.25	3499.77	4579.49	6351.58	4170.59	4682.07	5657.27	3712.07	6294.1	4858.94	3854.11	4681.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPINT2	O43291	SPIT2_HUMAN	15077.2	19911.1	15783.5	10980.6	11994.7	14679.9	12939.2	16456.5	12608.7	15241.1	9809.39	12726.9	5215.68315833973	NA	9589.85350847162	6196.64501375058	NA	9159.77742454406	6767.75996385051	7458.16096597245	5561.86796899818	6398.11814913987	5437.75414590436	NA	3
SPOP	O43791	SPOP_HUMAN	7658.25	3938.58	3804.85	4526.47	6594.71	NA	5949	NA	4766.38	4211.98	6175.12	6049.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
SPOUT1	Q5T280	CI114_HUMAN	27436.6	29634.3	26571.5	22284.2	27596.1	29207.8	27009.6	42182.5	36265.1	39028.7	30432.8	37954.6	10998.5282364306	14015.2710837251	12543.9607359908	11153.8310117076	10363.3105126952	16040.9540627858	NA	21628.8420313518	15550.6218024472	16138.7386576778	NA	12569.2880941235	3
SPPL2A	Q8TCT8	SPP2A_HUMAN	33389.6	29186	34813.7	28847.6	26822.3	26368.1	24925.3	31724.2	24276	38024.4	31553.1	33727	15084.5290650958	21844.3765214811	32232.1745160602	17768.5924700877	12406.6902676006	26890.8404461353	11743.1229064575	30812.1562542724	28334.7515271441	14561.7054314149	12141.0313835213	14298.074129884	3
SPPL2B	Q8TCT7;Q8TCT7-2;Q8TCT7-4	SPP2B_HUMAN	NA	NA	NA	1546.96	NA	NA	4654.42	2544.7	3968.5	4945.55	4478.91	4791.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPR	P35270	SPRE_HUMAN	80795.3	83040.4	80520.3	75802.6	68879	84068.7	62819.7	77544.2	91951.4	68069.3	69053.3	59289.2	48097.6076663659	50156.5899048363	55027.1116093786	52433.5608418854	52090.7716509493	58823.5756579535	38200.5137921072	52264.8891620688	65456.1320137276	50202.4087230618	49275.1416564624	33276.9689327764	11
SPRY4	Q9C004	SPY4_HUMAN	13411.8	14961.6	13318.9	13048.9	11797.4	11612.4	13151.1	11378.2	14677.2	11960.2	10856.2	11566.3	6165.154712152	6625.55537535617	8079.77929767907	7598.51398030391	4718.14725548207	12075.4673726831	7946.17801629919	8760.13847057052	9624.02208242028	7059.76227012877	4579.79981339951	6544.39891547775	5
SPRYD3	Q8NCJ5	SPRY3_HUMAN	4177.5	3935.99	NA	3554.88	1929.24	4048.85	3418.14	6410.3	2595.04	4851.03	4318.11	3895.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPRYD4	Q8WW59	SPRY4_HUMAN	NA	NA	NA	NA	NA	NA	NA	3087.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPRYD7	Q5W111	SPRY7_HUMAN	49160	54439.3	54909.7	44791.1	51144.7	44751.1	57753.6	42546.3	48829.4	46658.2	55382.5	47163.9	35832.4218593395	33670.2404626672	44638.0100625655	32515.9646810192	35973.2092024642	39644.1309054802	29654.979613595	37378.73688247	37191.2742966746	31516.453317156	28764.0712691274	29886.0525830503	5
SPTAN1	Q13813	SPTN1_HUMAN	367647	368039	360800	374157	380975	357850	382404	369884	364059	382485	365374	376333	195860.979899962	207057.387074972	206472.795258393	216383.342014066	191673.375316009	181157.598725118	174737.024380975	202562.529186254	185573.717972385	197378.082044598	183742.614961933	184137.356979391	115
SPTB	P11277;P11277-2;P11277-3	SPTB1_HUMAN	NA	5351.04	6549.84	6292.52	12562.2	NA	16851.6	7134.99	NA	8834.49	19194.3	20351.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
SPTBN1	Q01082	SPTB2_HUMAN	103969	109009	109874	105760	107312	103953	97566.4	114354	105586	98922.9	97015.8	95363.4	90356.1706090614	70264.4809692958	102128.57178532	98698.2135734883	115436.74762039	85999.897774659	77571.059894526	86069.7010795918	93352.8131844277	111402.744132663	77134.344930159	66053.6866208473	100
SPTBN2	O15020;O15020-2	SPTN2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1789.22	1834.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
